id,overview,title,release_date,genres
610321,"출처불명의 막대한 후원금을 받고 고급 빌라, 명품 수트, 외제차를 타며 범죄자들을 수사해온 광역수사대 반장 강윤의 팀에 어느 날 뼛속까지 원칙주의자인 신입경찰 민재가 투입된다. 강윤이 특별한 수사 방식을 오픈하며 점차 가까워진 두 사람이 함께 신종 마약 사건을 수사하던 중 강윤은 민재가 자신의 뒤를 파는 두더지, 즉 언더커버 경찰임을 알게 되고 민재는 강윤을 둘러싼 숨겨진 경찰 조직의 비밀을 마주하게 되는데…",경관의 피,2022-01-05,범죄
611291,"2018년 방탄소년단 월드 투어 ‘러브 유어셀프’(BTS WORLD TOUR ‘LOVE YOURSELF’) 당시, 서울을 시작으로 수많은 도시를 지나 파리에서 유럽 투어의 기나긴 대장정을 마친 방탄소년단이 투어를 마친 다음 날, 파리의 작은 루프탑 테이블에서 그들만의 작은 뒷풀이를 담아낸 영화",브링 더 소울: 더 무비,2019-08-07,"다큐멘터리, 음악"
614696,"원인불명 증세의 사람들의 공격에 통제불능에 빠진 도시. 영문도 모른 채 잠에서 깬 준우는 아무도 없는 집에 혼자 고립된 것을 알게 된다. 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황. 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 준우. 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다. 또 다른 생존자 유빈이 아직 살아있음을 알게 된 준우는 함께 살아남기 위한 방법을 찾아 나서는데...",#살아있다,2020-06-24,"공포, 액션"
615173,"자윤이 사라진 뒤, 정체불명의 집단의 무차별 습격으로 마녀 프로젝트가 진행되고 있는 아크가 초토화된다. 그곳에서 홀로 살아남은 소녀는 생애 처음 세상 밖으로 발을 내딛고 우연히 만난 경희의 도움으로 농장에서 지내며 따뜻한 일상에 적응해간다. 한편, 소녀가 망실되자 행방을 쫓는 책임자 장과 마녀 프로젝트의 창시자 백총괄의 지령을 받고 제거에 나선 본사 요원 조현, 경희의 농장 소유권을 노리는 조직의 보스 용두와 상해에서 온 의문의 4인방까지 각기 다른 목적을 지닌 세력이 하나 둘 모여들기 시작하면서 소녀 안에 숨겨진 본성이 깨어나는데…",마녀(魔女) Part2. The Other One,2022-06-15,"SF, 미스터리, 스릴러, 액션"
616670,무뚝뚝한 남편 진봉과 무심한 아들딸을 위해 헌신하며 살아온 세연은 어느 날 자신에게 시간이 얼마 남지 않았다는 것을 알게 된다. 한치 앞도 알 수 없는 인생에 서글퍼진 세연은 마지막 생일 선물로 문득 떠오른 자신의 첫사랑을 찾아달라는 황당한 요구를 한다. 막무가내로 우기는 아내의 고집에 어쩔 수 없이 여행길에 따라나선 진봉은 아무런 단서도 없이 이름 석자만 가지고 무작정 전국 방방곡곡을 누빈다. 시도 때도 없이 티격태격 다투던 두 사람은 가는 곳곳마다 자신들의 찬란했던 지난날 소중한 기억을 하나 둘 떠올리는데...,인생은 아름다워,2022-09-28,"드라마, 로맨스, 음악"
617882,"유년 시절을 함께한 미소와 하은이 어른이 되어가는 과정에서 겪는 관계의 굴곡을 그린다. 둘만의 안온한 세계는 10대 후반 무렵, 하은이 동급생 진우와 첫사랑을 시작하면서 미세한 균열을 겪는다. 자유분방한 미소는 도시로 떠나 모험적인 삶을 좇고, 하은은 고향에 남아 안정된 생활을 꾸리면서 둘은 그렇게 점차 멀어진다. 첫 만남부터 서로를 알아본 두 친구 미소와 하은 그리고 진우가 기쁨, 슬픔, 설렘, 그리움까지 모든 것을 함께 한 이야기를 담은 영화.",소울메이트,2023-03-15,"드라마, 로맨스"
618200,"손만 대면 대박을 터트리는 도유 업계 최고 천공기술자 핀돌이는 수천억의 기름을 빼돌리기 위해 거대한 판을 짠 대기업 후계자 건우의 거부할 수 없는 제안에 빠져 위험천만한 도유 작전에 합류한다. 프로 용접공 접새, 땅 속을 장기판처럼 꿰고 있는 나과장, 괴력의 인간 굴착기 큰삽, 이 모든 이들을 감시하는 카운터까지. 그러나 저마다 다른 목적을 가진 이들이 서로를 속고 속이면서 계획은 예상치 못한 방향으로 흘러가기 시작하는데...",파이프라인,2021-05-26,"범죄, 액션"
619166,"‘생각이 현실을 만든다’라는 양자물리학적 신념을 인생의 모토로 삼은 유흥계의 화타 ‘이찬우’. 어느 날 유명 연예인이 연루된 마약 파티 사건을 눈치챈다. “불법 없이! 탈세 없이!” 이 바닥에서도 혁신이 일어나야 한다고 믿는 그는 오랫동안 알고지낸 범죄정보과 계장 ‘박기헌’에게 이 정보를 흘린다. 단순한 사건이라고 생각했던 마약파티가 연예계는 물론 검찰, 정치계까지 연루된 거대한 마약 스캔들임을 알게 된 '이찬우'. 이제는 살기 위해 거대 권력과 맞서야 하는 상황. '이찬우’는 ‘박기헌’ 계장을 비롯해 황금인맥을 자랑하는 업계 퀸 ‘성은영’ 등 업계 에이스들과 함께 이 사건을 파헤치기로 한다. 9월, 부패 권력에 통쾌하게 맞서라! 생각은 현실을 만드니까!",양자물리학,2019-09-25,범죄
619803,"가리봉동 소탕작전으로부터 4년이 지난 2008년, 금천경찰서 강력반은 베트남으로 도주한 용의자를 인도받아 오라는 미션을 받는다. 그렇게 현지를 물색하던 마석도와 전일만은 용의자에게 미심쩍음을 느껴 추궁한 끝에, 악랄한 강해상의 존재를 알게 된다. 두 형사는 수사권이 없는 상황에도 한국과 베트남을 오가며 역대급 범죄를 저지르는 그를 잡겠다는 일념 하나로 호찌민 이곳저곳을 거침없이 누빈다.",범죄도시 2,2022-05-18,"모험, 범죄, 스릴러, 액션"
622024,"강력반에서 좌천된 이혼 4년차 형사 지호와 신변보호를 요청한 재활 트레이너 효영. 번아웃에 아르헨티나로 도망친 와인 배달원 재헌과 이별통보에 무작정 떠난 스키장 비정규직 진아. 사기를 당한 여행사 대표 용찬과 한국지사로 발령받아 온 대륙의 예비 신부 야오린 그리고 남동생의 국제결혼에 심란한 용미. 세상의 편견에 부딪혀 연인에게 미안한 패럴림픽 국가대표 래환과 사랑 앞에 어떤 장애도 없다고 믿는 원예사 오월. 새해까지 남은 시간 일주일, 한 뼘 더 행복해지고 싶은 네 커플의 두렵지만 설렘 가득한 이야기기 시작된다.",새해전야,2021-02-10,"드라마, 로맨스"
623135,"서울 입성과 함께 내 집 마련의 꿈을 이룬 가장 동원은 이사 첫날부터 프로 참견러 만수와 사사건건 부딪힌다. 동원은 자가취득을 기념하며 직장 동료들을 집들이에 초대하지만 행복한 단꿈도 잠시, 순식간에 빌라 전체가 땅 속으로 떨어지고 만다. 지하 500m 싱크홀 속으로 떨어진 이들은 과연 무사히 빠져나갈 수 있을까?",싱크홀,2021-08-11,"드라마, 코미디"
626412,"인간의 뇌 속에 갇혀 있는 외계인 포로들의 탈출을 막으려다 먼 과거에 갇혀버린 이안과 썬더는 시간을 관통하는 문을 열 수 있는 신검을 얻게 된다. 한편, 이안의 탈출을 도왔던 무륵은 자신의 몸에 이상한 존재가 있다는 것을 느끼자 혼란에 빠진다. 무륵의 몸에 숨어있는 외계인으로 의심되는 존재가 이안과 무륵을 추격하기 시작하고, 이안은 미래로 돌아가 외계인과 맞서 하바의 폭발을 막아야만 하는데.  마침내 시간의 문이 열리고 무륵, 이안, 썬더의 비밀이 드러나기 시작한다!",외계+인 2부,2024-01-10,"모험, 액션, 판타지"
626415,"연하 남친 호훈과의 불꽃 사랑으로 임신을 하게 된 대학생 토일. 출산 후 5개년 계획까지 준비하며 결혼을 선언했지만, 돌아온 것은 “넌 대체 누굴 닮아 그 모양이냐”는 부모님의 호통뿐이다. 누굴 닮았는지 직접 확인하겠다며 찾은 친아버지는 기대와 달리 실망스럽기만 하고, 착잡한 마음으로 집으로 돌아오자마자 예비 아빠 호훈의 행방이 묘연해진다. 어색한 현아빠, 철없는 구아빠, 집 나간 예비 아빠까지! 첩첩산중 설상가상 그야말로 ‘애비규환’이로다!",애비규환,2020-11-12,"드라마, 코미디"
626872,"베테랑 형사 팀장 인호는 비행기 테러 예고 영상 제보를 받고 사건을 수사하던 중 용의자가 실제로 KI501 항공편에 타고 있음을 파악한다.딸의 치료를 위해 비행 공포증임에도 불구하고 하와이로 떠나기로 한 재혁은 주변을 맴돌며 위협적인 말을 하는 낯선 이가 신경 쓰인다.인천에서 하와이로 이륙한 KI501 항공편에서 원인불명의 사망자가 나오고, 비행기 안은 물론 지상까지 혼란과 두려움의 현장으로 뒤바뀐다.이 소식을 들은 국토부 장관 숙희는 대테러센터를 구성하고 비행기를 착륙시킬 방법을 찾기 위해 긴급회의를 소집하는데…",비상선언,2022-08-03,"드라마, 스릴러, 액션"
628704,"청각장애를 가진 경미는 귀가하던 길에 피를 흘리며 쓰러져 있는 소정을 목격하고, 그녀를 도와주려다 연쇄살인마 도식의 새로운 타겟이 된다. 살고 싶다는 의지로 미친듯이 도망치는 경미, 하지만 살인마의 발소리조차 들을 수 없고, 도식은 또 다른 얼굴로 나타나 경미를 위협하는데...",미드나이트,2021-06-30,"범죄, 스릴러"
628802,학문의 자유를 갈망하며 탈북한 천재 수학자 이학성. 그는 자신의 신분과 사연을 숨긴 채 상위 1%의 영재들이 모인 자사고의 경비원으로 살아간다. 차갑고 무뚝뚝한 표정으로 학생들의 기피 대상 1호인 이학성은 어느 날 자신의 정체를 알게 된 뒤 수학을 가르쳐 달라 조르는  수학을 포기한 고등학생 한지우를 만난다. 정답만을 찾는 세상에서 방황하던 한지우에게 올바른 풀이 과정을 찾아나가는 법을 가르치며 이학성 역시 뜻하지 않은 삶의 전환점을 맞게 된다.,이상한 나라의 수학자,2022-03-09,드라마
629028,"입금만 되면 뭐든 가능해지는 흥신소 사장 우수한 앞에 어느 날 열정 충만 비밀 요원 유다희가 현금 천 만원과 함께 찾아 온다. 무기 밀매 사건을 해결하자며, 대놓고 공조를 요청해 온 것. 혼자일 때보다 둘일 때 더 눈에 띄는 두 사람. 작전을 거듭해 갈수록 사건은 커져만 가고, 형사들이 오해할만한 단서를 여기저기 흘리고 다녀 수배 목록에 오르기도 하지만 아찔한 이 공조를 멈출 수는 없다.",미션 파서블,2021-02-17,"스릴러, 액션, 코미디"
629277,화려한 날들은 갔다. 그것도 제법 오래전에. 하지만 여전히 과거의 영광에 젖어 사는 배우 차인표. 그의 세상이 느닷없이 무너진다. 드디어 정신 차릴 순간이 왔단 말인가.,차인표,2021-01-01,코미디
629322,"명문 한음 국제중학교 학생 김건우가 같은 반 친구 4명의 이름이 적힌 편지를 남긴 채, 의식불명 상태로 호숫가에서 발견된다. 가해자로 지목된 아이들의 부모들은 자신의 권력과 재력을 이용해 사건을 은폐하려고 한다. 하지만, 담임 교사의 양심 선언으로 건우 엄마 또한 아들의 죽음에 관한 진실을 알게 된다.세상의 이목이 한음 국제중학교로 향하고, 자신의 아이들을 지키기 위한 가해자 부모들의 추악한 민낯이 드러나는데…",니 부모 얼굴이 보고 싶다,2022-04-27,"드라마, 미스터리"
630211,"1995년, 토익 600점만 넘기면 대리가 될 수 있다는 이야기에 입사 8년차 동기인 말단 여직원들이 삼진그룹 영어토익반에 모인다. 실무 능력 퍼펙트, 현실은 커피 타기 달인인 생산관리3부 오지랖 이자영. 추리소설 마니아로 뼈 때리는 멘트의 달인 마케팅부 돌직구 정유나. 수학 올림피아드 우승 출신, 실체는 가짜 영수증 메꾸기 달인 회계부 수학왕 심보람은 대리가 되면 진짜 ‘일’을 할 수 있을 것이라는 희망에 부푼다. 잔심부름을 하러 간 공장에서 검은 폐수가 유출되는 것을 목격한 자영은 유나, 보람과 함께 회사가 무엇을 감추고자 하는지, 결정적 증거를 찾으려 한다. 불가능해 보이는 싸움, 세 친구는 해고의 위험을 무릅쓰고 고군분투를 시작하는데…",삼진그룹 영어토익반,2020-10-21,"드라마, 코미디"
630217,"막다른 인생 제대로 한 번 달려본 적 없는 차량담보업계 에이스 영배. 보스 서사장이 하룻밤 맡긴 슈퍼카가 절친 동식과 함께 감쪽같이 사라지고 영배는 범인으로 몰려 서사장 일당에게 쫓기기 시작한다. 믿을 사람 하나 없고, 도망칠 곳도 없는 그의 앞에 나타난 건 바로 1987년식 오래된 자동차 스텔라.",스텔라,2022-04-06,"드라마, 코미디, 판타지"
632929,"이태원에서 가수로 활동하며 주가를 올리고 있는 순덕에게 인연을 끊고 살던 엄마가 들이닥친다. 알고 보니 둘째 유리가 엄마와 순덕의 돈을 갖고 사라진 것. 유리와 돈을 찾겠다는 일념 하에 한 팀이 된 엄마와 딸은 이태원 구석구석을 찾아 헤매기 시작하고, 다 안다고 생각했던 유리의 비밀들을 마주하게 되는데...",초미의 관심사,2020-05-27,"가족, 드라마, 코미디"
633374,"뇌종양 말기, 80대 알츠하이머 환자인 한필주. 일제강점기 때 친일파들에게 가족을 모두 잃었다. 아내가 세상을 떠나자 필주는 60여 년을 계획해 온 복수를 감행하려고 한다. 그는 알바 중인 패밀리 레스토랑에서 절친이 된 20대 알바생 인규에게 일주일만 운전을 도와 달라 부탁한다. 이유도 모른 채 필주를 따라나선 인규는 첫 복수 현장의 CCTV에 노출되어 유력 용의자로 지목된다. 경찰은 수사망을 좁혀오고 사라져가는 기억과 싸우며 필주는 복수를 이어가는데…",리멤버,2022-10-26,"드라마, 스릴러, 액션"
634649,미스테리오의 계략으로 세상에 정체가 탄로난 스파이더맨 피터 파커는 하루 아침에 평범한 일상을 잃게 된다. 문제를 해결하기 위해 닥터 스트레인지를 찾아가 도움을 청하지만 뜻하지 않게 멀티버스가 열리면서 각기 다른 차원의 불청객들이 나타난다. 닥터 옥토퍼스를 비롯해 스파이더맨에게 깊은 원한을 가진 숙적들의 강력한 공격에 피터 파커는 사상 최악의 위기를 맞게 되는데…,스파이더맨: 노 웨이 홈,2021-12-15,"SF, 모험, 액션"
635124,"어느 날, 정원은 경찰에서 걸려온 전화를 받는다. 10년 전 그녀를 성폭행한 범인이 붙잡혔다는 것이다. 하지만 정원은 차마 그 사실을 남편 상우에게 말하지 못한다. 정원의 과거가 조금씩 밝혀지면서 그들의 결혼 생활은 순식간에 균형을 잃고 만다.",비밀의 정원,2019-10-05,드라마
635996,"죽은 사람을 인공지능으로 복원하는 원더랜드 서비스가 일상이 된 세상, 어린 딸에게 자신의 죽음을 숨기기 위해 원더랜드 서비스를 의뢰한 바이리와 사고로 누워있는 남자친구 태주를 원더랜드에서 우주인으로 복원해 행복한 일상을 나누는 정인. 사람들은 더 이상 그리워하거나 슬퍼하지 않는 삶을 선택할 수 있게 된다. 어느 날 의식불명 상태의 태주가 기적처럼 깨어나 곁으로 돌아오고 다시 마주하게 된 모든 것이 낯설고 혼란스러운 태주와 그런 그와 함께하는 현실에 정인의 마음에는 조금씩 균열이 찾아온다. 한편, 원더랜드에서 발굴 현장을 누비는 고고학자로 복원된 바이리는 딸과의 영상통화를 통해 친구 같은 엄마가 되기 위해 노력하지만 갑작스럽게 서비스가 종료되면서 예상치 못한 오류가 발생하는데….",원더랜드,2024-06-05,"SF, 드라마"
636173,"아직 탈락은 이르다! 세계 대회 출전을 위해 치열한 노력과 헌신으로 훈련에 임하는 홈리스 선수들. 감독의 성격이 조금 괴팍하지만, 그래도 포기란 없다.",드림,2023-04-26,"드라마, 코미디"
636279,"1997년 IMF의 후폭풍을 피하지 못한 국희와 가족들은 지구 반대편 콜롬비아 보고타로 향한다. 낯선 땅에서 살아남기 위해, 한인 상인회의 권력을 쥔 박병장 밑에서 일을 시작한 국희. 성실함으로 박병장의 눈에 띈 국희는 박병장의 테스트로 의류 밀수 현장에 가담하게 되고, 콜롬비아 세관에게 걸릴 위기 상황 속에서 목숨 걸고 박병장의 물건을 지켜내며 박병장은 물론 통관 브로커 수영에게도 강렬하게 존재감을 각인시킨다. 곧 수영이 국희에게 위험한 제안을 하고, 이를 눈치 챈 박병장 또한 새로운 계획을 세우며 국희를 시험에 들게 한다. 본인의 선택으로 보고타 한인 사회의 판도를 바꿀 수 있음을 체감한 국희는 점점 더 큰 성공을 열망하게 되는데…",보고타: 마지막 기회의 땅,2024-12-31,"드라마, 범죄, 스릴러"
636282,백수가장 좌천위기 도청팀장 대권은 팀원들과 함께 해외에서 입국하자마자 자택 격리된 정치인 가족을 24시간 감시하라는 미션을 받는다. 이웃집으로 위장 이사온 도청팀원들은 라디오 사연 신청부터 한밤중에 나는 부스럭 소리까지 수상한 가족들의 모든 소리와 행동을 감시하면서 새로운 비밀들을 하나씩 발견하게 되는데…,이웃사촌,2020-11-25,"드라마, 코미디"
636291,"최고구속 134km, 볼 회전력의 강점으로 ‘천재 야구소녀’라는 별명을 얻으며 주목받았던 주수인. 고교 졸업 후 오로지 프로팀에 입단해 계속해서 야구를 하는 것이 꿈이지만 여자라는 이유로 제대로 된 평가도 기회도 잡지 못한다. 엄마, 친구, 감독까지 모두가 꿈을 포기하라고 할 때, 야구부에 새로운 코치 진태가 부임하고 수인에게도 큰 변화가 찾아오는데…",야구소녀,2020-06-18,드라마
636294,"집도 없고, 남자도 없고, 갑자기 일마저 똑 끊겨버린 영화 프로듀서 찬실.  찬실은 변두리 산꼭대기 마을로 이사한다. 현생은 망했다 싶지만, 친한 배우 소피네 가사도우미로 취직해 살길을 도모한다. 그런데 소피의 불어 선생님 영이 누나 마음을 설레게 하더니 장국영이라 우기는 비밀스런 남자까지 등장! 새로 이사간 집주인 할머니도 정이 넘쳐 흐른다. 평생 일복만 터져왔는데, 영화를 그만두니 전에 없던 ‘복’도 들어오는 걸까?",찬실이는 복도 많지,2020-03-05,"드라마, 로맨스, 판타지"
636360,"아빠와 함께 남매 옥주와 동주는 별로 왕래가 없던 할아버지 집에서 지내게 된다. 그렇게 오래된 2층 양옥집에서의 여름방학이 시작되고 한동안 못 만났던 고모까지 합세하면서, 할아버지 혼자 쓸쓸히 지내던 집은 갑자기 3대가 함께 사는 사람 냄새 풀풀 풍기는 집으로 변모한다. 옥주는 여기서 유년의 가장 중요한 한 시절을 보내게 된다. 잊지 못할 사랑과 상처와 갖가지 작별의 순간들이 옥주의 삶 안에 각인된다.",남매의 여름밤,2020-08-20,드라마
637649,"캐시트럭을 노리는 무장 강도에 의해 아들을 잃은 H(제이슨 스타뎀). 분노에 휩싸인 그는 아들을 죽인 범인의 단서를 찾기 위해 현금 호송 회사에 위장 취업한다. 첫 임무부터 백발백중 사격 실력을 자랑하며, 단숨에 에이스로 급부상한 H. 캐시트럭을 노리는 자들을 하나 둘 처리하며, 아들을 죽인 범인들과 점점 가까워지는데… 자비는 없다, 분노에 가득 찬 응징만이 남았다.",캐시트럭,2021-06-09,"범죄, 스릴러, 액션"
638423,"69세 효정은 병원에서 치료를 받다가 29세의 남자 간호조무사에게 치욕적인 일을 당한다. 긴 고민 끝에 효정은 동거 중인 동인에게 이 사실을 알리고 경찰에 신고한다. 하지만 경찰과 주변 사람 모두 말도 안 되는 일이라며 효정을 치매 환자로 매도하고, 법원 역시 나이 차이를 근거로 사건의 개연성이 부족하다며 구속영장을 기각한다. 효정은 피해자가 더 고통 받는 현실에 굴하지 않고 용기를 내어 가해자를 향한 일갈을 준비하는데…",69세,2020-08-20,드라마
638507,"스노글토그에 히컵과 투슬리스, 라이트 퓨리와 새끼들까지 모두 버크 섬에 모인다",드래곤 길들이기: 홈커밍,2019-12-03,"가족, 모험, 애니메이션, 액션, 판타지"
640327,"1992년 부산, 밑바닥 정치 인생을 끝내고 싶은 만년 국회의원 후보 해웅. 해웅은 이번 선거에서만큼은 금뱃지를 달 것이라 확신했지만, 정치판을 뒤흔드는 권력 실세 순태에게 버림받으며 지역구 공천에서 탈락한다. 순태에 의해 짜여진 선거판을 뒤집기 위해 부산 지역 재개발 계획이 담긴 대외비 문서를 입수한 해웅. 행동파 조폭 필도를 통해 선거 자금까지 마련한 해웅은 무소속으로 선거판에 뛰어들어 승승장구한다. 순태 역시 해웅이 가진 대외비 문서의 존재를 알게 되고, 점차 해웅의 숨통을 조여오는데…",대외비,2023-03-01,"드라마, 범죄, 스릴러"
644714,"부산 건설현장 직원들을 상대로 걸려온 전화 한 통. 보이스피싱 전화로 인해 딸의 병원비부터 아파트 중도금까지, 당일 현장에서는 수많은 사람들이 목숨 같은 돈을 잃게 된다. 현장작업반장인 전직형사 서준은 가족과 동료들의 돈 30억을 되찾기 위해 보이스피싱 조직을 추적하기 시작한다.",보이스,2021-09-15,"드라마, 범죄, 액션"
644893,"1988년 올림픽 금메달리스트지만 1998년 지금은 평범한 고등학교 선생인 시헌. 선수 생활 은퇴 후 남은 건 고집뿐, 모두를 킹받게 하는 마이웨이 행보로 주변 사람들의 속을 썩인다. 그러던 어느 날, 우연히 참석한 대회에서 뛰어난 실력에도 불구하고 승부 조작으로 기권패를 당한 윤우를 알게 된 시헌은 복싱부를 만들기로 결심한다. 아내 일선의 열렬한 반대와, 교장의 끈질긴 만류도 무시한 채, 시헌은 독기만 남은 유망주 윤우와 영문도 모른 채 레이더망에 걸린 환주, 복안을 데리고 본격적인 훈련에 돌입하기 시작하는데...",카운트,2023-02-22,"드라마, 코미디"
645985,"살리기 위해, 살아남기 위해 하루하루가 마지막 현장인 소방관 팀은 열악한 환경 속에서도 화재 진압과 전원 구조라는 단 하나의 목표로 의기투합한다. 어느 날, 다급하게 119 신고 전화로 홍제동에 화재가 발생했다는 긴급 상황이 접수되자 팀원들은 위기를 직감하는데…",소방관,2024-12-04,드라마
653346,"진화한 유인원과 퇴화된 인간들이 살아가는 땅. 유인원 리더 프록시무스는 완전한 군림을 위해 인간들을 사냥하며 자신의 제국을 건설한다. 한편, 또 다른 유인원 노아는 우연히 숨겨진 과거의 이야기와 시저의 가르침을 듣게 되고 인간과 유인원이 함께 할 새로운 세상을 꿈꾼다. 어느 날 그의 앞에 나타난 의문의 한 인간 소녀. 노아는 그녀와 함께 자유를 향한 여정을 시작하게 되는데…",혹성탈출: 새로운 시대,2024-05-08,"SF, 드라마, 모험, 스릴러, 액션"
654739,"은행센터장 성규는 아이들을 차에 태우고 출발한 평범한 출근길에 한 통의 발신번호 표시제한 전화를 받는다. 전화기 너머 의문의 목소리는 차에 폭탄이 설치되어 있고, 자리에서 일어날 경우 폭탄이 터진다고 경고한다. 대수롭지 않게 여기던 성규는 곧 동료의 차가 폭파되는 것을 바로 눈앞에서 목격하고, 졸지에 부산 도심 테러의 용의자가 되어 경찰의 추격을 받게 되는데…",발신제한,2021-06-23,"드라마, 범죄, 스릴러, 액션"
656156,10년 만에 출소한 수혁은 자신에게 딸이 있다는 사실을 알게 되고 조직을 떠나 평범하게 살기로 결심한다. 수혁의 출소를 기다리던 보스 응국은 수혁에게 배신감을 느끼고 자신의 오른팔이자 조직의 2인자 성준에게 그를 감시하라 지시한다. 수혁에 대한 열등감으로 가득 찬 성준은 일명 세탁기라 불리는 2인조 살인청부업자 우진과 진아에게 수혁을 제거할 것을 의뢰하고 자신들의 방식대로 무자비하게 타겟을 처리하는 이들은 수혁을 죽이기 위해 접근하는데…,보호자,2023-08-15,"드라마, 스릴러, 액션"
656159,"뚜렷한 꿈도 목표도 없이 지루한 삼수 생활을 이어가던 영호, 오랫동안 간직해온 기억 속 친구를 떠올리고 무작정 편지를 보낸다. 자신의 꿈은 찾지 못한 채 엄마와 함께 오래된 책방을 운영하는 소희는 언니 소연에게 도착한 영호의 편지를 받게 된다. 소희는 아픈 언니를 대신해 답장을 보내고 두 사람은 편지를 이어 나가는데...",비와 당신의 이야기,2021-04-28,"드라마, 로맨스"
660360,"임진왜란 발발로부터 7년이 지난 1598년 12월. 이순신은 왜군의 수장이던 도요토미 히데요시가 갑작스럽게 사망한 뒤 왜군들이 조선에서 황급히 퇴각하려 한다는 것을 알게 된다. 왜군을 완벽하게 섬멸하는 것이 이 전쟁을 올바르게 끝나는 것이라 생각한 이순신은 명나라와 조명연합함대를 꾸려 왜군의 퇴각로를 막고 적들을 섬멸하기로 결심한다. 하지만 왜군의 뇌물 공세에 넘어간 명나라 도독 진린은 왜군에게 퇴로를 열어주려 하고, 설상가상으로 왜군 수장인 시마즈의 살마군까지 왜군의 퇴각을 돕기 위해 노량으로 향하는데…",노량: 죽음의 바다,2023-12-20,"드라마, 액션, 역사, 전쟁"
661681,"죽은 지 3년째 되는 날, 복자는 하늘에서 3일간의 휴가를 받아 규칙 안내를 맡은 신입 가이드와 함께 지상에 내려온다. 미국 명문대학교 교수인 자랑스러운 딸을 볼 생각에 설레던 마음도 잠시, 돌연 자신이 살던 시골집으로 돌아와 백반 장사를 시작한 진주의 모습에 당황한다. 속 타는 엄마의 마음도 모르는 진주는 자신을 찾아온 단짝 미진과 엄마의 레시피를 찾아가고, 낯익은 요리를 보자 서로의 추억이 되살아나는데...",3일의 휴가,2023-12-06,"드라마, 판타지"
662237,눈에서 멀어지면 마음에서도 멀어진다? 장거리 연애를 시작한 한 커플이 현실의 벽에 부딪힌다. 달콤했던 그들의 연애가 점점 쓴맛으로 변해가는 느낌. 아무리 애써봐도 소용없는 걸까?,새콤달콤,2021-06-04,"드라마, 로맨스, 코미디"
667538,"전 우주의 행성을 집어삼키는 절대자, ‘유니크론’의 부하 ‘스커지’는 ‘테러콘’들을 이끌고 지구에 당도한다. 그에 맞서기 위해 지구에 정체를 숨기고 있던 트랜스포머 ‘오토봇’ 군단이 모습을 드러내고 또 다른 트랜스포머 진영인 ‘맥시멀’과 힘을 합친다. 옵티머스 프라임이 이끄는 ‘오토봇’과 옵티머스 프라이멀을 중심으로 한 ‘맥시멀’. 모두의 운명을 건 그들의 압도적 전투가 시작된다!",트랜스포머: 비스트의 서막,2023-06-06,"SF, 모험, 액션"
668704,"강이, 소영, 아람은 같은 고등학교의 친한 친구들이다. 강이는 비교적 평범해 보이고, 소영은 모델이 되는 것이 꿈이고, 아람은 약간 엉뚱하다. 이들은 어느 날 의기투합하여 가출을 결행한다. 하지만 막상 세상은 쉽지 않다. 더 심각한 문제는 강이, 소영, 아람 세 사람의 관계에 찾아온 균열이다. 첫 번째 가출의 실패 이후 집과 학교로 돌아온 그들은 더 혹독한 한 시절을 보내게 된다. 소영은 강이와 있었던 비밀스런 사건 이후로 강이를 점점 더 따돌리고 강이에 대한 소영의 폭력의 강도는 높아간다. 아름은 그녀대로 힘겨운 시간을 보낸다.",최선의 삶,2021-09-01,드라마
671040,"18세 세진, 덜컥 임산부가 되어버렸다. 무책임한 어른들에 지쳐 거리를 떠돌던 세진은 가출 경력 4년 차 동갑내기 주영을 만난다. 처음 만났지만 절친이 된 세진과 주영, 위기의 순간 나타난 파랑머리 재필과 신지까지 왠지 닮은 듯한 네 명이 모여 세진의 유산 프로젝트가 시작된다.",어른들은 몰라요,2021-04-15,드라마
675308,유미가 어린 동생을 맡기기 위해 엄마의 친구인 경선의 호텔로 찾아간다. 두 자매를 가족처럼 반기는 호텔 레이크 사장 경선과 이상한 이야기만 늘어 놓는 유일한 메이드 예린. 그 곳에서 기이한 사건과 충격적인 비밀을 마주하게 되는데...,호텔 레이크,2020-04-29,"공포, 미스터리"
675353,강력한 파워의 ‘너클즈’와 함께 돌아온 천재 과학자 ‘닥터 로보트닉’에 맞서 지구를 구하기 위해 ‘소닉’과 새로운 파트너 ‘테일즈’가 전 세계를 누비는 스피드 액션 블록버스터.,수퍼 소닉 2,2022-04-06,"가족, 모험, 액션, 코미디"
680071,"어느 날 심하게 훼손되어 신원을 알 수 없는 변사체가 발견되고 사건을 맡은 형사 진호는 사체의 신원을 파악하기 위해 국제 법의학자 알리스를 찾아 자문을 구한다. 알리스는 최첨단 기술을 통해 사라진 흔적을 복원해내고, 진호는 단서를 통해 단순한 살인 사건이 아닌 장기밀매 조직과 밀접한 관계가 있다는 것을 직감한다. 사건의 진상을 파헤치기 위해 의기투합한 두 사람은 국제적인 범죄 조직의 정체와 마주하게 되고 충격적이고 처참한 사건의 실체가 드러나게 되는데…",배니싱: 미제사건,2022-03-30,"범죄, 스릴러"
